kind,rho,mean_s,max_s,p90_s,C,kappa,C_kappa,GUARD
diffuse,0.33984162757533026,0.5963881899182303,0.9994777883261479,0.993441514583844,0.3925600598225772,0.02047347412118594,0.00803706822578874,0.40059712804836595
structured,0.47681427339193333,0.6694088849645671,0.9996777897937743,0.9960627114727651,0.46189625840862114,0.25177471025626086,0.11629379662928158,0.5781900550379027
diffuse,0.47681427339193333,0.6805052526557548,0.9998090572472348,0.9943723117714064,0.4731446616709798,0.020324483779109892,0.009616421001304267,0.48276108267228407
structured,0.24047169617569564,0.509370000873367,0.9989203567692627,0.9923289607710124,0.3187462507972192,0.12613749336024982,0.04020585309353876,0.35895210389075793
diffuse,0.24047169617569564,0.5112897578489021,0.9994064918186284,0.990282777334286,0.3202869629297425,0.018890278602501587,0.006050309962491934,0.32633727289223446
structured,0.28764475005152323,0.5389967495753075,0.9996274605121969,0.9924609387858294,0.3429401171529811,0.16243115815649334,0.05570416040748223,0.39864427756046333
diffuse,0.28764475005152323,0.5681709145345752,0.9997066083619006,0.9944365691381098,0.36768351246251696,0.02457359342513643,0.009035305144379975,0.37671881760689696
structured,0.2354230070699747,0.5268778938834163,0.9990929278484373,0.9905637875384524,0.3329343123683104,0.12779738752375402,0.04254813533768754,0.3754824477059979
diffuse,0.2354230070699747,0.5024365785066068,0.9989978924248512,0.9912883232131795,0.31321192816020604,0.021068359708207862,0.00659886156738058,0.31981078972758664
structured,0.22653275432565206,0.5215379053253313,0.9988544453202628,0.9922464091022664,0.3285739632417515,0.11998532559820263,0.039424053962653416,0.3679980172044049
diffuse,0.22653275432565206,0.5118635344661855,0.9996038557974415,0.9911840830558188,0.32074815910006793,0.020643835333584937,0.006621472180012305,0.32736963128008023
structured,0.2718855661958565,0.544715621067215,0.9985988546393922,0.9937330004994946,0.3477161440729664,0.16019514401335955,0.05570243777553893,0.4034185818485053
diffuse,0.2718855661958565,0.5570927723466491,0.9991785831523796,0.9919155062155169,0.3581754502423323,0.019940200624877114,0.007142090336737797,0.3653175405790701
structured,0.2429053117130205,0.546386161442018,0.9995036497770107,0.992828458543115,0.3491179637457422,0.13502215144990193,0.047138658574758976,0.3962566223205012
diffuse,0.2429053117130205,0.5369762046585403,0.9992022856926472,0.9903202672773197,0.34126109412390454,0.022500511651731614,0.007678549224617593,0.3489396433485221
structured,0.33733577805630016,0.6083705877617249,0.9996342912064315,0.9950448914897921,0.4034254496563724,0.1756184747799845,0.07084896215608154,0.47427441181245394
diffuse,0.33733577805630016,0.5791722571055037,0.9993742847366142,0.9948504844067713,0.37726736251380166,0.021560748893132642,0.00813416686873452,0.3854015293825362
structured,0.4414019412554645,0.6402035278161002,0.9997829062947097,0.9952721894808679,0.43323502943288617,0.2324475665249972,0.10070442832505994,0.5339394577579462
diffuse,0.4414019412554645,0.6433919070859245,0.9997190274857441,0.9954813382285663,0.4363004271024724,0.02058765194868295,0.008982401338247419,0.4452828284407198
structured,0.40747050119462347,0.618574512862012,0.9993374877173685,0.9946809208982305,0.41282771378871586,0.19429849502180774,0.08021180349244107,0.4930395172811569
diffuse,0.40747050119462347,0.6378153523421339,0.9997259971903529,0.9959574309713812,0.43094879741472253,0.021860533209369648,0.009420770497422454,0.440369567912145
structured,0.38446437747246853,0.6094786872021148,0.9997070614414776,0.9954202036174845,0.40443973876757433,0.20970185786679063,0.0848117646147198,0.4892515033822941
diffuse,0.38446437747246853,0.6132281699313731,0.9992151436087823,0.9948127807825363,0.407883927217249,0.020395308780172816,0.008318918642065328,0.41620284585931433
structured,0.3652634142264983,0.5856682849267184,0.9998400603767079,0.9955059165308525,0.3829946490419901,0.20446327566221179,0.07830834050422447,0.46130298954621457
diffuse,0.3652634142264983,0.61083276614405,0.9997236533082793,0.9952340693097319,0.40568139805253617,0.01920164610025865,0.007789750634862959,0.41347114868739915
