kind,rho,mean_s,max_s,p90_s,C,kappa,C_kappa,GUARD
structured,0.3129433848415724,0.5765258598998516,0.9990712301025207,0.9929093145360816,0.37494879317431723,0.16693576809960498,0.06259236478657457,0.43754115796089177
diffuse,0.3129433848415724,0.5653042501879443,0.9992901855733078,0.9905383284681528,0.3652095923604907,0.021872232968300098,0.007987949286366565,0.3731975416468573
structured,0.42198695715567525,0.6244891718928903,0.999471366308226,0.9964258320136827,0.4183426474087924,0.24266787659785194,0.10151832193701552,0.5198609693458079
diffuse,0.42198695715567525,0.6184021790497595,0.9993646198922873,0.9948318979643928,0.4126677493426475,0.02096065829840177,0.008649787684741745,0.4213175370273892
structured,0.2877823631499923,0.551228080243271,0.9994557133307526,0.9919211338374629,0.3531983197297418,0.14699590118159778,0.051918705304499504,0.4051170250342413
diffuse,0.2877823631499923,0.5635598892963496,0.9994789712961977,0.9931012326154726,0.363708872604751,0.019848411547789713,0.007219043387041717,0.3709279159917927
structured,0.24720452007766575,0.5250007413186459,0.9995433466891396,0.9871592724930843,0.33139818857413,0.12697048750927764,0.04207778956294881,0.37347597813707883
diffuse,0.24720452007766575,0.5364070299071949,0.9995687053256428,0.9903483028798497,0.3407889098148685,0.021581066992707898,0.007354588293086567,0.34814349810795503
structured,0.27964086899335083,0.5459182764176359,0.9988751026420433,0.9925474927771941,0.3487250348676296,0.1451592529179866,0.05062066553518394,0.3993457004028136
diffuse,0.27964086899335083,0.5574153305184002,0.9997023158453618,0.9947281540785013,0.3584503127530285,0.021404651037779,0.007672503858861319,0.36612281661188983
structured,0.469917752128641,0.6597094871724536,0.9993715470465669,0.9959491132043019,0.4522296785838045,0.25423914520633706,0.114974486920083,0.5672041655038875
diffuse,0.469917752128641,0.6396213788315719,0.9995848355457879,0.9964011030911739,0.4326769581096621,0.022589536561801293,0.009773971964667179,0.4424509300743293
structured,0.45700803819452124,0.6590486811359982,0.9994074249372134,0.9956656874371702,0.45157658328509065,0.23123561875055065,0.1044205906491875,0.5559971739342782
diffuse,0.45700803819452124,0.6461527647351472,0.9994077859659075,0.9953747346938662,0.43896703289151884,0.02188349069141271,0.00960613097811861,0.44857316386963747
structured,0.3935457143698444,0.5978174630110271,0.9995449213850925,0.9943798039610092,0.3938463529949855,0.21902323816941838,0.08626150357417753,0.480107856569163
diffuse,0.3935457143698444,0.6224673936074663,0.9996565551222995,0.993840715293633,0.41645205827753184,0.019348353273671792,0.008057661545101439,0.4245097198226333
structured,0.3872055284563455,0.6136821616107517,0.9994472270516247,0.9937040492715484,0.4083022321314103,0.1937044330701434,0.07908995239628892,0.4873921845276992
diffuse,0.3872055284563455,0.601734996080872,0.9987793728541177,0.994070264743312,0.39738542089113515,0.02085288917690309,0.008286634142359832,0.40567205503349496
structured,0.22858483796046125,0.5154900932375083,0.9996225146030596,0.9920420097690896,0.32367073672925006,0.13517453906919996,0.04375204264756475,0.36742277937681483
diffuse,0.22858483796046125,0.5226788689866546,0.9993794855813698,0.9895667993890542,0.3295031557280096,0.020622940554056446,0.006795323992952745,0.33629847972096233
structured,0.30214911060977895,0.574901942260096,0.9995006562430321,0.9941888162761587,0.37353019518957864,0.16267390434776519,0.060763615243271576,0.4342938104328502
diffuse,0.30214911060977895,0.5410693546882597,0.9995246739745483,0.9950033660259145,0.3446669440655185,0.020441712312071925,0.007045582514068315,0.35171252657958685
structured,0.4753269902556827,0.6538511476374164,0.9994968443333848,0.9959287894497767,0.446463586070018,0.2672607217607852,0.11932218025298146,0.5657857663229995
diffuse,0.4753269902556827,0.6808946975933291,0.9997369700644375,0.9967445129745731,0.47354321732281024,0.021303566208222713,0.010088159282691285,0.48363137660550154
structured,0.2475254920077632,0.5317322086465568,0.9985472993944863,0.9887740972160814,0.3369236841051565,0.11057330868725546,0.037254766526606815,0.3741784506317633
diffuse,0.2475254920077632,0.523070539337919,0.9990513078428322,0.9932384222868356,0.3298224360300377,0.02267428033236507,0.00747848637444862,0.33730092240448634
structured,0.32461738751747227,0.561286027487559,0.9996479416243719,0.9948380611816916,0.3617578630273498,0.17790249239283862,0.06435762547527266,0.4261154885026225
diffuse,0.32461738751747227,0.5732928735023816,0.9997856001297919,0.9957762670410812,0.3721276658538012,0.023807514581693168,0.008859434831065814,0.380987100684867
structured,0.2987659259368374,0.5748038621373457,0.9994008070733288,0.9916466703497702,0.37344461651417815,0.16871854853064827,0.0630070336548567,0.43645165016903487
diffuse,0.2987659259368374,0.5484940248639344,0.9993329723683092,0.992983921545213,0.3508911175907195,0.021053505753902857,0.007387488163189617,0.35827860575390913
structured,0.35868865267197514,0.5852155652592909,0.9996038971078582,0.9957996451774304,0.38259383247445716,0.2220806575581875,0.08496668989363448,0.46756052236809165
diffuse,0.35868865267197514,0.5875815263311184,0.9994287235036491,0.9955096574153214,0.384691332746715,0.02000431887837495,0.00769548809001233,0.3923868208367273
structured,0.46041339426332056,0.6669385315409154,0.9993240740123317,0.9967228775619046,0.4594198415696956,0.22770298254370225,0.10461126816517485,0.5640311097348705
diffuse,0.46041339426332056,0.6523952979351552,0.9995490462058313,0.9965252244847072,0.44503894709074754,0.019127689811706983,0.008512566934080494,0.453551514024828
